order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,extract_time,source,late_delivery
328,528,4,2016-07-23,2016-07-26,2016-07-25,2,6,1714409902.288391,DB,False
329,274,4,2016-07-24,2016-07-27,2016-07-26,2,6,1714409902.288391,DB,False
330,622,4,2016-07-24,2016-07-27,2016-07-27,2,6,1714409902.288391,DB,False
331,642,4,2016-07-24,2016-07-26,2016-07-25,2,6,1714409902.288391,DB,False
332,659,4,2016-07-24,2016-07-26,2016-07-26,2,7,1714409902.288391,DB,False
333,779,4,2016-07-25,2016-07-27,2016-07-26,2,6,1714409902.288391,DB,False
334,1112,4,2016-07-25,2016-07-28,2016-07-27,2,7,1714409902.288391,DB,False
335,1193,4,2016-07-25,2016-07-27,2016-07-26,2,6,1714409902.288391,DB,False
336,1030,4,2016-07-26,2016-07-29,2016-07-27,2,7,1714409902.288391,DB,False
337,1252,4,2016-07-26,2016-07-27,2016-07-28,2,7,1714409902.288391,DB,True
338,1333,4,2016-07-28,2016-07-29,2016-07-30,1,3,1714409902.288391,DB,True
339,1110,4,2016-07-28,2016-07-31,2016-07-29,2,7,1714409902.288391,DB,False
340,963,4,2016-07-29,2016-07-30,2016-07-31,2,7,1714409902.288391,DB,True
341,1357,4,2016-07-31,2016-08-03,2016-08-01,1,3,1714409902.288391,DB,False
342,806,4,2016-07-31,2016-08-01,2016-08-03,2,7,1714409902.288391,DB,True
343,961,4,2016-07-31,2016-08-02,2016-08-01,2,7,1714409902.288391,DB,False
344,750,4,2016-08-01,2016-08-03,2016-08-02,2,6,1714409902.288391,DB,False
345,1299,4,2016-08-01,2016-08-04,2016-08-03,2,6,1714409902.288391,DB,False
346,584,4,2016-08-01,2016-08-03,2016-08-02,3,9,1714409902.288391,DB,False
347,1004,4,2016-08-02,2016-08-03,2016-08-05,2,6,1714409902.288391,DB,True
348,907,4,2016-08-02,2016-08-05,2016-08-04,3,9,1714409902.288391,DB,False
351,1307,4,2016-08-03,2016-08-06,2016-08-04,1,2,1714409902.288391,DB,False
352,16,4,2016-08-03,2016-08-04,2016-08-06,2,7,1714409902.288391,DB,True
353,1387,4,2016-08-03,2016-08-06,2016-08-06,2,7,1714409902.288391,DB,False
354,551,4,2016-08-03,2016-08-05,2016-08-06,3,8,1714409902.288391,DB,True
355,1011,4,2016-08-03,2016-08-05,2016-08-05,3,8,1714409902.288391,DB,False
356,1189,4,2016-08-04,2016-08-07,2016-08-06,2,6,1714409902.288391,DB,False
358,1042,4,2016-08-05,2016-08-07,2016-08-07,2,7,1714409902.288391,DB,False
359,441,4,2016-08-07,2016-08-10,2016-08-10,2,7,1714409902.288391,DB,False
360,1300,4,2016-08-07,2016-08-09,2016-08-10,2,6,1714409902.288391,DB,True
361,994,4,2016-08-08,2016-08-09,2016-08-11,2,6,1714409902.288391,DB,True
362,187,4,2016-08-09,2016-08-11,2016-08-11,1,2,1714409902.288391,DB,False
363,834,4,2016-08-11,2016-08-12,2016-08-13,3,8,1714409902.288391,DB,True
364,373,4,2016-08-12,2016-08-14,2016-08-13,2,6,1714409902.288391,DB,False
365,981,4,2016-08-13,2016-08-14,2016-08-15,2,6,1714409902.288391,DB,True
366,1054,4,2016-08-13,2016-08-14,2016-08-14,3,9,1714409902.288391,DB,False
367,527,4,2016-08-14,2016-08-15,2016-08-15,2,7,1714409902.288391,DB,False
368,995,4,2016-08-14,2016-08-15,2016-08-17,2,7,1714409902.288391,DB,True
369,1285,4,2016-08-15,2016-08-18,2016-08-18,1,3,1714409902.288391,DB,False
370,758,4,2016-08-15,2016-08-18,2016-08-18,2,7,1714409902.288391,DB,False
371,891,4,2016-08-15,2016-08-16,2016-08-18,2,7,1714409902.288391,DB,True
372,132,4,2016-08-16,2016-08-18,2016-08-18,2,6,1714409902.288391,DB,False
373,337,4,2016-08-16,2016-08-19,2016-08-17,2,7,1714409902.288391,DB,False
374,1313,4,2016-08-17,2016-08-19,2016-08-18,1,2,1714409902.288391,DB,False
375,536,4,2016-08-17,2016-08-20,2016-08-20,2,7,1714409902.288391,DB,False
376,825,4,2016-08-17,2016-08-19,2016-08-18,2,6,1714409902.288391,DB,False
377,1355,4,2016-08-17,2016-08-19,2016-08-20,2,6,1714409902.288391,DB,True
378,475,4,2016-08-17,2016-08-20,2016-08-20,3,9,1714409902.288391,DB,False
379,954,4,2016-08-18,2016-08-21,2016-08-21,2,7,1714409902.288391,DB,False
380,1156,4,2016-08-19,2016-08-20,2016-08-21,2,7,1714409902.288391,DB,True
381,1297,4,2016-08-19,2016-08-21,2016-08-21,2,7,1714409902.288391,DB,False
382,199,4,2016-08-20,2016-08-23,2016-08-23,2,6,1714409902.288391,DB,False
383,331,4,2016-08-20,2016-08-23,2016-08-22,2,7,1714409902.288391,DB,False
384,410,4,2016-08-20,2016-08-22,2016-08-23,2,7,1714409902.288391,DB,True
385,1274,4,2016-08-20,2016-08-23,2016-08-22,2,7,1714409902.288391,DB,False
386,1362,4,2016-08-20,2016-08-23,2016-08-23,2,6,1714409902.288391,DB,False
387,451,4,2016-08-20,2016-08-21,2016-08-21,3,8,1714409902.288391,DB,False
388,1080,4,2016-08-21,2016-08-24,2016-08-23,3,8,1714409902.288391,DB,False
389,53,4,2016-08-22,2016-08-24,2016-08-25,1,3,1714409902.288391,DB,True
390,576,4,2016-08-22,2016-08-24,2016-08-25,3,9,1714409902.288391,DB,True
392,176,4,2016-08-23,2016-08-26,2016-08-24,1,3,1714409902.288391,DB,False
393,368,4,2016-08-25,2016-08-26,2016-08-27,2,6,1714409902.288391,DB,True
394,522,4,2016-08-26,2016-08-28,2016-08-29,1,3,1714409902.288391,DB,True
395,144,4,2016-08-26,2016-08-27,2016-08-29,2,6,1714409902.288391,DB,True
396,542,4,2016-08-27,2016-08-30,2016-08-29,2,6,1714409902.288391,DB,False
397,1437,4,2016-08-28,2016-08-31,2016-08-29,2,7,1714409902.288391,DB,False
398,447,4,2016-08-29,2016-08-30,2016-09-01,1,2,1714409902.288391,DB,True
399,1001,4,2016-08-29,2016-09-01,2016-09-01,2,7,1714409902.288391,DB,False
400,1295,4,2016-08-29,2016-08-30,2016-08-31,2,6,1714409902.288391,DB,True
401,103,4,2016-08-30,2016-09-02,2016-09-01,2,6,1714409902.288391,DB,False
402,1335,4,2016-08-30,2016-09-01,2016-08-31,2,6,1714409902.288391,DB,False
403,578,4,2016-08-31,2016-09-01,2016-09-02,1,3,1714409902.288391,DB,True
404,396,4,2016-08-31,2016-09-03,2016-09-01,2,7,1714409902.288391,DB,False
405,603,4,2016-08-31,2016-09-01,2016-09-01,2,6,1714409902.288391,DB,False
406,1380,4,2016-08-31,2016-09-02,2016-09-01,2,7,1714409902.288391,DB,False
408,1071,4,2016-09-01,2016-09-02,2016-09-02,1,2,1714409902.288391,DB,False
409,416,4,2016-09-01,2016-09-04,2016-09-04,2,7,1714409902.288391,DB,False
410,1151,4,2016-09-01,2016-09-03,2016-09-02,2,6,1714409902.288391,DB,False
411,261,4,2016-09-02,2016-09-04,2016-09-04,1,3,1714409902.288391,DB,False
412,1202,4,2016-09-02,2016-09-04,2016-09-04,1,3,1714409902.288391,DB,False
413,717,4,2016-09-02,2016-09-05,2016-09-03,2,6,1714409902.288391,DB,False
414,917,4,2016-09-03,2016-09-06,2016-09-06,2,7,1714409902.288391,DB,False
415,1265,4,2016-09-03,2016-09-06,2016-09-06,2,7,1714409902.288391,DB,False
416,1377,4,2016-09-03,2016-09-04,2016-09-06,2,7,1714409902.288391,DB,True
417,359,4,2016-09-04,2016-09-05,2016-09-06,1,3,1714409902.288391,DB,True
418,88,4,2016-09-04,2016-09-05,2016-09-05,2,6,1714409902.288391,DB,False
419,14,4,2016-09-04,2016-09-07,2016-09-06,3,8,1714409902.288391,DB,False
420,72,4,2016-09-05,2016-09-06,2016-09-07,1,3,1714409902.288391,DB,True
421,240,4,2016-09-05,2016-09-06,2016-09-08,1,3,1714409902.288391,DB,True
422,398,4,2016-09-06,2016-09-07,2016-09-09,2,6,1714409902.288391,DB,True
423,1397,4,2016-09-06,2016-09-09,2016-09-09,2,7,1714409902.288391,DB,False
424,67,4,2016-09-08,2016-09-11,2016-09-11,1,3,1714409902.288391,DB,False
425,843,4,2016-09-08,2016-09-11,2016-09-11,2,6,1714409902.288391,DB,False
426,944,4,2016-09-08,2016-09-10,2016-09-10,2,6,1714409902.288391,DB,False
427,434,4,2016-09-09,2016-09-10,2016-09-11,1,2,1714409902.288391,DB,True
428,1039,4,2016-09-09,2016-09-12,2016-09-10,2,6,1714409902.288391,DB,False
429,153,4,2016-09-10,2016-09-12,2016-09-12,3,8,1714409902.288391,DB,False
430,272,4,2016-09-11,2016-09-13,2016-09-12,2,6,1714409902.288391,DB,False
431,1217,4,2016-09-11,2016-09-12,2016-09-12,2,6,1714409902.288391,DB,False
432,169,4,2016-09-12,2016-09-15,2016-09-14,1,2,1714409902.288391,DB,False
433,1062,4,2016-09-12,2016-09-15,2016-09-13,2,6,1714409902.288391,DB,False
434,726,4,2016-09-13,2016-09-15,2016-09-14,2,6,1714409902.288391,DB,False
435,77,4,2016-09-14,2016-09-15,2016-09-16,3,9,1714409902.288391,DB,True
436,791,4,2016-09-16,2016-09-19,2016-09-19,2,7,1714409902.288391,DB,False
437,1085,4,2016-09-16,2016-09-18,2016-09-18,2,7,1714409902.288391,DB,False
438,314,4,2016-09-16,2016-09-19,2016-09-18,3,8,1714409902.288391,DB,False
439,149,4,2016-09-17,2016-09-20,2016-09-18,2,6,1714409902.288391,DB,False
440,882,4,2016-09-17,2016-09-18,2016-09-19,2,7,1714409902.288391,DB,True
441,704,4,2016-09-18,2016-09-19,2016-09-19,1,2,1714409902.288391,DB,False
442,667,4,2016-09-18,2016-09-21,2016-09-21,2,7,1714409902.288391,DB,False
443,1371,4,2016-09-18,2016-09-19,2016-09-20,2,6,1714409902.288391,DB,True
444,30,4,2016-09-19,2016-09-20,2016-09-21,1,2,1714409902.288391,DB,True
445,362,4,2016-09-19,2016-09-22,2016-09-22,2,6,1714409902.288391,DB,False
446,399,4,2016-09-19,2016-09-21,2016-09-20,2,7,1714409902.288391,DB,False
447,808,4,2016-09-20,2016-09-23,2016-09-22,3,8,1714409902.288391,DB,False
448,101,4,2016-09-21,2016-09-22,2016-09-24,2,6,1714409902.288391,DB,True
449,492,4,2016-09-21,2016-09-24,2016-09-22,2,7,1714409902.288391,DB,False
450,575,4,2016-09-21,2016-09-24,2016-09-23,2,7,1714409902.288391,DB,False
451,1146,4,2016-09-21,2016-09-23,2016-09-22,2,7,1714409902.288391,DB,False
452,997,4,2016-09-22,2016-09-23,2016-09-24,2,7,1714409902.288391,DB,True
453,1028,4,2016-09-22,2016-09-24,2016-09-25,2,7,1714409902.288391,DB,True
454,988,4,2016-09-23,2016-09-25,2016-09-26,2,6,1714409902.288391,DB,True
455,1055,4,2016-09-23,2016-09-24,2016-09-24,2,7,1714409902.288391,DB,False
456,1061,4,2016-09-23,2016-09-26,2016-09-25,3,9,1714409902.288391,DB,False
457,1349,4,2016-09-24,2016-09-27,2016-09-27,1,3,1714409902.288391,DB,False
458,197,4,2016-09-25,2016-09-28,2016-09-26,2,6,1714409902.288391,DB,False
459,874,4,2016-09-25,2016-09-28,2016-09-26,2,6,1714409902.288391,DB,False
460,691,4,2016-09-25,2016-09-27,2016-09-26,3,8,1714409902.288391,DB,False
461,853,4,2016-09-26,2016-09-27,2016-09-27,2,7,1714409902.288391,DB,False
462,852,4,2016-09-27,2016-09-28,2016-09-29,2,6,1714409902.288391,DB,True
463,964,4,2016-09-27,2016-09-28,2016-09-28,3,8,1714409902.288391,DB,False
464,74,4,2016-09-28,2016-09-30,2016-09-29,2,7,1714409902.288391,DB,False
465,1198,4,2016-09-28,2016-10-01,2016-10-01,2,6,1714409902.288391,DB,False
466,1440,4,2016-09-28,2016-09-29,2016-10-01,2,7,1714409902.288391,DB,True
467,555,4,2016-09-28,2016-09-30,2016-09-30,3,8,1714409902.288391,DB,False
468,1261,4,2016-09-29,2016-10-02,2016-09-30,1,3,1714409902.288391,DB,False
469,1089,4,2016-09-29,2016-10-02,2016-10-02,2,7,1714409902.288391,DB,False
470,641,4,2016-09-30,2016-10-02,2016-10-02,1,3,1714409902.288391,DB,False
471,697,4,2016-09-30,2016-10-02,2016-10-01,1,3,1714409902.288391,DB,False
472,468,4,2016-09-30,2016-10-01,2016-10-01,2,7,1714409902.288391,DB,False
473,549,4,2016-09-30,2016-10-02,2016-10-03,2,7,1714409902.288391,DB,True
474,553,4,2016-10-01,2016-10-04,2016-10-04,1,3,1714409902.288391,DB,False
475,241,4,2016-10-01,2016-10-04,2016-10-03,2,7,1714409902.288391,DB,False
476,559,4,2016-10-01,2016-10-04,2016-10-02,2,6,1714409902.288391,DB,False
477,449,4,2016-10-02,2016-10-05,2016-10-04,1,2,1714409902.288391,DB,False
478,304,4,2016-10-02,2016-10-05,2016-10-03,2,7,1714409902.288391,DB,False
479,984,4,2016-10-03,2016-10-04,2016-10-04,2,6,1714409902.288391,DB,False
480,686,4,2016-10-04,2016-10-07,2016-10-05,1,3,1714409902.288391,DB,False
481,481,4,2016-10-04,2016-10-07,2016-10-06,3,9,1714409902.288391,DB,False
482,513,4,2016-10-05,2016-10-06,2016-10-06,2,6,1714409902.288391,DB,False
483,703,4,2016-10-06,2016-10-07,2016-10-09,1,2,1714409902.288391,DB,True
484,421,4,2016-10-06,2016-10-09,2016-10-07,2,7,1714409902.288391,DB,False
485,465,4,2016-10-06,2016-10-08,2016-10-07,2,7,1714409902.288391,DB,False
486,709,4,2016-10-06,2016-10-08,2016-10-09,2,7,1714409902.288391,DB,True
487,827,4,2016-10-06,2016-10-09,2016-10-09,2,6,1714409902.288391,DB,False
488,921,4,2016-10-06,2016-10-09,2016-10-08,2,6,1714409902.288391,DB,False
489,899,4,2016-10-06,2016-10-08,2016-10-08,3,8,1714409902.288391,DB,False
490,876,4,2016-10-07,2016-10-10,2016-10-09,2,6,1714409902.288391,DB,False
491,1048,4,2016-10-08,2016-10-10,2016-10-11,1,2,1714409902.288391,DB,True
492,191,4,2016-10-09,2016-10-10,2016-10-12,1,2,1714409902.288391,DB,True
493,796,4,2016-10-09,2016-10-12,2016-10-11,1,3,1714409902.288391,DB,False
494,875,4,2016-10-09,2016-10-10,2016-10-11,2,6,1714409902.288391,DB,True
495,712,4,2016-10-10,2016-10-12,2016-10-13,1,3,1714409902.288391,DB,True
496,193,4,2016-10-10,2016-10-12,2016-10-11,2,6,1714409902.288391,DB,False
497,785,4,2016-10-10,2016-10-11,2016-10-11,2,6,1714409902.288391,DB,False
498,1331,4,2016-10-10,2016-10-12,2016-10-11,2,6,1714409902.288391,DB,False
499,260,4,2016-10-11,2016-10-14,2016-10-13,1,2,1714409902.288391,DB,False
500,148,4,2016-10-11,2016-10-12,2016-10-13,2,6,1714409902.288391,DB,True
501,977,4,2016-10-11,2016-10-12,2016-10-13,2,7,1714409902.288391,DB,True
502,401,4,2016-10-12,2016-10-13,2016-10-13,3,9,1714409902.288391,DB,False
503,932,4,2016-10-13,2016-10-16,2016-10-14,2,6,1714409902.288391,DB,False
504,1381,4,2016-10-14,2016-10-15,2016-10-15,1,2,1714409902.288391,DB,False
505,721,4,2016-10-14,2016-10-16,2016-10-17,2,6,1714409902.288391,DB,True
506,831,4,2016-10-14,2016-10-16,2016-10-16,2,6,1714409902.288391,DB,False
507,1378,4,2016-10-15,2016-10-17,2016-10-17,1,3,1714409902.288391,DB,False
508,1359,4,2016-10-15,2016-10-18,2016-10-18,2,6,1714409902.288391,DB,False
509,235,4,2016-10-16,2016-10-17,2016-10-17,2,7,1714409902.288391,DB,False
510,586,4,2016-10-17,2016-10-18,2016-10-18,2,7,1714409902.288391,DB,False
511,377,4,2016-10-18,2016-10-20,2016-10-19,2,7,1714409902.288391,DB,False
512,8,4,2016-10-19,2016-10-22,2016-10-20,2,7,1714409902.288391,DB,False
513,155,4,2016-10-19,2016-10-21,2016-10-21,2,6,1714409902.288391,DB,False
514,927,4,2016-10-19,2016-10-21,2016-10-20,2,7,1714409902.288391,DB,False
515,986,4,2016-10-19,2016-10-20,2016-10-22,2,6,1714409902.288391,DB,True
516,111,4,2016-10-21,2016-10-23,2016-10-24,2,6,1714409902.288391,DB,True
517,613,4,2016-10-21,2016-10-22,2016-10-24,2,6,1714409902.288391,DB,True
518,1374,4,2016-10-22,2016-10-24,2016-10-25,1,2,1714409902.288391,DB,True
519,54,4,2016-10-22,2016-10-23,2016-10-24,2,7,1714409902.288391,DB,True
520,639,4,2016-10-23,2016-10-26,2016-10-24,2,7,1714409902.288391,DB,False
521,664,4,2016-10-23,2016-10-25,2016-10-25,2,6,1714409902.288391,DB,False
522,724,4,2016-10-23,2016-10-24,2016-10-24,2,7,1714409902.288391,DB,False
523,1056,4,2016-10-24,2016-10-26,2016-10-27,2,6,1714409902.288391,DB,True
524,569,4,2016-10-25,2016-10-26,2016-10-27,1,2,1714409902.288391,DB,True
525,1315,4,2016-10-26,2016-10-28,2016-10-29,1,3,1714409902.288391,DB,True
526,1096,4,2016-10-26,2016-10-28,2016-10-28,2,6,1714409902.288391,DB,False
527,506,4,2016-10-27,2016-10-29,2016-10-28,1,2,1714409902.288391,DB,False
528,676,4,2016-10-28,2016-10-31,2016-10-31,2,7,1714409902.288391,DB,False
529,753,4,2016-10-28,2016-10-30,2016-10-31,2,7,1714409902.288391,DB,True
530,773,4,2016-10-28,2016-10-31,2016-10-31,2,6,1714409902.288391,DB,False
531,116,4,2016-10-28,2016-10-29,2016-10-30,3,8,1714409902.288391,DB,True
532,817,4,2016-10-29,2016-10-31,2016-10-30,2,7,1714409902.288391,DB,False
533,1334,4,2016-10-29,2016-11-01,2016-11-01,2,6,1714409902.288391,DB,False
534,1406,4,2016-10-29,2016-10-30,2016-10-31,2,7,1714409902.288391,DB,True
535,835,4,2016-10-29,2016-10-31,2016-11-01,3,9,1714409902.288391,DB,True
536,759,4,2016-10-31,2016-11-02,2016-11-01,1,3,1714409902.288391,DB,False
537,1353,4,2016-10-31,2016-11-01,2016-11-03,1,2,1714409902.288391,DB,True
538,341,4,2016-11-02,2016-11-05,2016-11-05,2,6,1714409902.288391,DB,False
539,1144,4,2016-11-02,2016-11-04,2016-11-03,2,7,1714409902.288391,DB,False
540,1429,4,2016-11-03,2016-11-05,2016-11-06,1,3,1714409902.288391,DB,True
541,1228,4,2016-11-04,2016-11-07,2016-11-07,1,3,1714409902.288391,DB,False
542,313,4,2016-11-04,2016-11-06,2016-11-05,2,7,1714409902.288391,DB,False
543,62,4,2016-11-06,2016-11-09,2016-11-08,2,6,1714409902.288391,DB,False
544,321,4,2016-11-06,2016-11-07,2016-11-08,2,7,1714409902.288391,DB,True
545,1108,4,2016-11-08,2016-11-10,2016-11-09,3,9,1714409902.288391,DB,False
546,470,4,2016-11-09,2016-11-12,2016-11-10,2,7,1714409902.288391,DB,False
547,20,4,2016-11-09,2016-11-11,2016-11-10,3,8,1714409902.288391,DB,False
548,739,4,2016-11-11,2016-11-13,2016-11-13,2,7,1714409902.288391,DB,False
550,892,4,2016-11-12,2016-11-14,2016-11-15,2,7,1714409902.288391,DB,True
551,1169,4,2016-11-12,2016-11-13,2016-11-13,2,6,1714409902.288391,DB,False
552,1282,4,2016-11-12,2016-11-15,2016-11-13,2,7,1714409902.288391,DB,False
553,913,4,2016-11-12,2016-11-13,2016-11-15,3,9,1714409902.288391,DB,True
554,104,4,2016-11-13,2016-11-14,2016-11-16,1,3,1714409902.288391,DB,True
555,212,4,2016-11-13,2016-11-14,2016-11-16,2,7,1714409902.288391,DB,True
556,61,4,2016-11-13,2016-11-14,2016-11-15,3,9,1714409902.288391,DB,True
557,1248,4,2016-11-14,2016-11-17,2016-11-15,2,6,1714409902.288391,DB,False
558,1443,4,2016-11-15,2016-11-16,2016-11-17,2,7,1714409902.288391,DB,True
559,959,4,2016-11-16,2016-11-17,2016-11-17,1,2,1714409902.288391,DB,False
560,1405,4,2016-11-18,2016-11-19,2016-11-21,2,6,1714409902.288391,DB,True
561,90,4,2016-11-19,2016-11-22,2016-11-22,2,6,1714409902.288391,DB,False
562,942,4,2016-11-19,2016-11-20,2016-11-22,2,7,1714409902.288391,DB,True
563,365,4,2016-11-20,2016-11-22,2016-11-21,2,6,1714409902.288391,DB,False
564,1058,4,2016-11-20,2016-11-23,2016-11-22,2,7,1714409902.288391,DB,False
565,894,4,2016-11-21,2016-11-22,2016-11-22,2,7,1714409902.288391,DB,False
566,298,4,2016-11-22,2016-11-25,2016-11-23,1,3,1714409902.288391,DB,False
567,1430,4,2016-11-22,2016-11-23,2016-11-23,1,2,1714409902.288391,DB,False
568,1275,4,2016-11-23,2016-11-25,2016-11-24,1,3,1714409902.288391,DB,False
569,707,4,2016-11-23,2016-11-24,2016-11-25,2,6,1714409902.288391,DB,True
570,989,4,2016-11-23,2016-11-24,2016-11-25,2,6,1714409902.288391,DB,True
571,5,4,2016-11-24,2016-11-25,2016-11-27,1,2,1714409902.288391,DB,True
572,178,4,2016-11-24,2016-11-26,2016-11-26,2,6,1714409902.288391,DB,False
573,423,4,2016-11-24,2016-11-26,2016-11-27,2,6,1714409902.288391,DB,True
574,833,4,2016-11-26,2016-11-27,2016-11-29,2,7,1714409902.288391,DB,True
575,33,4,2016-11-27,2016-11-28,2016-11-30,1,3,1714409902.288391,DB,True
576,1272,4,2016-11-27,2016-11-30,2016-11-28,1,3,1714409902.288391,DB,False
577,445,4,2016-11-27,2016-11-30,2016-11-29,2,6,1714409902.288391,DB,False
578,819,4,2016-11-27,2016-11-28,2016-11-29,2,7,1714409902.288391,DB,True
579,160,4,2016-11-27,2016-11-30,2016-11-29,3,8,1714409902.288391,DB,False
580,581,4,2016-11-30,2016-12-02,2016-12-02,1,3,1714409902.288391,DB,False
581,688,4,2016-12-03,2016-12-05,2016-12-06,1,3,1714409902.288391,DB,True
583,792,4,2016-12-04,2016-12-05,2016-12-07,2,7,1714409902.288391,DB,True
584,1209,4,2016-12-04,2016-12-05,2016-12-05,2,7,1714409902.288391,DB,False
585,1219,4,2016-12-04,2016-12-05,2016-12-05,2,7,1714409902.288391,DB,False
586,1306,4,2016-12-04,2016-12-06,2016-12-05,2,6,1714409902.288391,DB,False
587,487,4,2016-12-06,2016-12-08,2016-12-08,1,2,1714409902.288391,DB,False
588,102,4,2016-12-06,2016-12-07,2016-12-07,2,7,1714409902.288391,DB,False
589,719,4,2016-12-06,2016-12-07,2016-12-07,2,7,1714409902.288391,DB,False
590,990,4,2016-12-06,2016-12-09,2016-12-07,2,7,1714409902.288391,DB,False
591,1211,4,2016-12-06,2016-12-09,2016-12-09,2,7,1714409902.288391,DB,False
592,1232,4,2016-12-06,2016-12-08,2016-12-08,2,7,1714409902.288391,DB,False
593,50,4,2016-12-07,2016-12-10,2016-12-08,3,8,1714409902.288391,DB,False
594,1318,4,2016-12-07,2016-12-08,2016-12-08,3,8,1714409902.288391,DB,False
595,538,4,2016-12-08,2016-12-09,2016-12-11,1,2,1714409902.288391,DB,True
596,952,4,2016-12-08,2016-12-09,2016-12-09,1,3,1714409902.288391,DB,False
597,1121,4,2016-12-08,2016-12-09,2016-12-10,2,6,1714409902.288391,DB,True
599,1,4,2016-12-09,2016-12-10,2016-12-12,2,6,1714409902.288391,DB,True
600,624,4,2016-12-09,2016-12-12,2016-12-11,2,7,1714409902.288391,DB,False
601,683,4,2016-12-09,2016-12-10,2016-12-10,2,6,1714409902.288391,DB,False
602,823,4,2016-12-09,2016-12-10,2016-12-11,2,6,1714409902.288391,DB,True
603,1032,4,2016-12-09,2016-12-10,2016-12-10,2,7,1714409902.288391,DB,False
604,96,4,2016-12-10,2016-12-13,2016-12-12,2,7,1714409902.288391,DB,False
605,1208,4,2016-12-10,2016-12-11,2016-12-12,2,6,1714409902.288391,DB,True
606,18,4,2016-12-11,2016-12-12,2016-12-13,2,7,1714409902.288391,DB,True
607,309,4,2016-12-11,2016-12-14,2016-12-13,2,6,1714409902.288391,DB,False
608,1103,4,2016-12-12,2016-12-15,2016-12-14,1,3,1714409902.288391,DB,False
609,896,4,2016-12-12,2016-12-13,2016-12-14,2,7,1714409902.288391,DB,True
610,711,4,2016-12-13,2016-12-15,2016-12-14,2,6,1714409902.288391,DB,False
611,1073,4,2016-12-15,2016-12-17,2016-12-18,2,7,1714409902.288391,DB,True
612,634,4,2016-12-16,2016-12-17,2016-12-17,2,7,1714409902.288391,DB,False
613,1159,4,2016-12-17,2016-12-19,2016-12-19,2,7,1714409902.288391,DB,False
614,654,4,2016-12-18,2016-12-21,2016-12-21,1,2,1714409902.288391,DB,False
615,560,4,2016-12-19,2016-12-22,2016-12-21,3,9,1714409902.288391,DB,False
616,1444,4,2016-12-20,2016-12-23,2016-12-23,2,6,1714409902.288391,DB,False
617,118,4,2016-12-21,2016-12-23,2016-12-23,2,7,1714409902.288391,DB,False
618,131,4,2016-12-21,2016-12-22,2016-12-22,2,6,1714409902.288391,DB,False
619,454,4,2016-12-22,2016-12-25,2016-12-25,2,7,1714409902.288391,DB,False
620,466,4,2016-12-22,2016-12-24,2016-12-24,2,6,1714409902.288391,DB,False
621,1157,4,2016-12-23,2016-12-25,2016-12-24,2,6,1714409902.288391,DB,False
622,1398,4,2016-12-23,2016-12-26,2016-12-25,2,7,1714409902.288391,DB,False
623,678,4,2016-12-24,2016-12-26,2016-12-27,2,6,1714409902.288391,DB,True
624,814,4,2016-12-24,2016-12-25,2016-12-27,2,6,1714409902.288391,DB,True
625,1163,4,2016-12-25,2016-12-28,2016-12-26,1,2,1714409902.288391,DB,False
626,130,4,2016-12-25,2016-12-28,2016-12-27,2,7,1714409902.288391,DB,False
627,1119,4,2016-12-25,2016-12-26,2016-12-28,2,6,1714409902.288391,DB,True
628,561,4,2016-12-26,2016-12-29,2016-12-27,1,3,1714409902.288391,DB,False
629,973,4,2016-12-26,2016-12-27,2016-12-29,1,2,1714409902.288391,DB,True
630,1404,4,2016-12-26,2016-12-27,2016-12-28,2,6,1714409902.288391,DB,True
631,855,4,2016-12-27,2016-12-29,2016-12-29,1,3,1714409902.288391,DB,False
632,163,4,2016-12-27,2016-12-29,2016-12-29,2,7,1714409902.288391,DB,False
633,1040,4,2016-12-28,2016-12-31,2016-12-30,3,8,1714409902.288391,DB,False
634,27,4,2016-12-29,2017-01-01,2016-12-30,2,6,1714409902.288391,DB,False
635,520,4,2016-12-30,2017-01-02,2016-12-31,2,6,1714409902.288391,DB,False
636,532,4,2017-01-03,2017-01-04,2017-01-05,1,2,1714409902.288391,DB,True
637,512,4,2017-01-03,2017-01-05,2017-01-05,2,6,1714409902.288391,DB,False
638,1302,4,2017-01-04,2017-01-05,2017-01-06,2,7,1714409902.288391,DB,True
639,550,4,2017-01-06,2017-01-07,2017-01-07,2,6,1714409902.288391,DB,False
640,1093,4,2017-01-06,2017-01-08,2017-01-07,2,6,1714409902.288391,DB,False
641,673,4,2017-01-07,2017-01-10,2017-01-08,1,3,1714409902.288391,DB,False
642,847,4,2017-01-07,2017-01-09,2017-01-10,2,7,1714409902.288391,DB,True
643,901,4,2017-01-08,2017-01-09,2017-01-11,1,3,1714409902.288391,DB,True
644,439,4,2017-01-08,2017-01-11,2017-01-10,2,6,1714409902.288391,DB,False
645,1199,4,2017-01-08,2017-01-11,2017-01-10,2,6,1714409902.288391,DB,False
646,975,4,2017-01-09,2017-01-12,2017-01-11,1,2,1714409902.288391,DB,False
647,283,4,2017-01-09,2017-01-10,2017-01-11,2,7,1714409902.288391,DB,True
648,684,4,2017-01-09,2017-01-11,2017-01-11,2,6,1714409902.288391,DB,False
649,1153,4,2017-01-10,2017-01-11,2017-01-13,1,3,1714409902.288391,DB,True
