order_id,item_id,product_id,quantity,list_price,discount,extract_time,source,USD_to_EGP,list_price_egp
432,2,7,2,3999.99,0.05,1714409905.065816,DB,47.9,191599.52099999998
433,1,6,1,469.99,0.1,1714409905.065816,DB,47.9,22512.521
433,2,10,1,1549.0,0.2,1714409905.065816,DB,47.9,74197.09999999999
433,3,24,1,549.99,0.1,1714409905.065816,DB,47.9,26344.521
433,4,4,1,2899.99,0.2,1714409905.065816,DB,47.9,138909.52099999998
434,1,21,1,269.99,0.05,1714409905.065816,DB,47.9,12932.521
434,2,20,1,599.99,0.1,1714409905.065816,DB,47.9,28739.521
434,3,9,1,2999.99,0.2,1714409905.065816,DB,47.9,143699.52099999998
434,4,11,2,1680.99,0.07,1714409905.065816,DB,47.9,80519.421
434,5,18,2,449.0,0.05,1714409905.065816,DB,47.9,21507.1
435,1,22,1,269.99,0.05,1714409905.065816,DB,47.9,12932.521
435,2,9,1,2999.99,0.05,1714409905.065816,DB,47.9,143699.52099999998
435,3,18,1,449.0,0.05,1714409905.065816,DB,47.9,21507.1
436,1,3,1,999.99,0.05,1714409905.065816,DB,47.9,47899.521
436,2,23,1,299.99,0.2,1714409905.065816,DB,47.9,14369.521
437,1,3,1,999.99,0.05,1714409905.065816,DB,47.9,47899.521
437,2,10,1,1549.0,0.05,1714409905.065816,DB,47.9,74197.09999999999
437,3,8,2,1799.99,0.05,1714409905.065816,DB,47.9,86219.521
438,1,4,1,2899.99,0.07,1714409905.065816,DB,47.9,138909.52099999998
438,2,22,1,269.99,0.1,1714409905.065816,DB,47.9,12932.521
438,3,8,2,1799.99,0.05,1714409905.065816,DB,47.9,86219.521
438,4,13,2,269.99,0.05,1714409905.065816,DB,47.9,12932.521
439,1,6,2,469.99,0.07,1714409905.065816,DB,47.9,22512.521
439,2,7,2,3999.99,0.05,1714409905.065816,DB,47.9,191599.52099999998
440,1,19,2,449.0,0.07,1714409905.065816,DB,47.9,21507.1
440,2,4,2,2899.99,0.07,1714409905.065816,DB,47.9,138909.52099999998
441,1,12,1,549.99,0.07,1714409905.065816,DB,47.9,26344.521
441,2,15,1,529.99,0.1,1714409905.065816,DB,47.9,25386.521
442,1,16,2,599.99,0.07,1714409905.065816,DB,47.9,28739.521
442,2,26,2,599.99,0.2,1714409905.065816,DB,47.9,28739.521
442,3,6,2,469.99,0.2,1714409905.065816,DB,47.9,22512.521
443,1,5,1,1320.99,0.05,1714409905.065816,DB,47.9,63275.421
443,2,26,1,599.99,0.2,1714409905.065816,DB,47.9,28739.521
444,1,22,1,269.99,0.07,1714409905.065816,DB,47.9,12932.521
444,2,15,2,529.99,0.07,1714409905.065816,DB,47.9,25386.521
444,3,20,2,599.99,0.05,1714409905.065816,DB,47.9,28739.521
444,4,16,1,599.99,0.1,1714409905.065816,DB,47.9,28739.521
444,5,10,2,1549.0,0.2,1714409905.065816,DB,47.9,74197.09999999999
445,1,7,1,3999.99,0.2,1714409905.065816,DB,47.9,191599.52099999998
445,2,16,1,599.99,0.07,1714409905.065816,DB,47.9,28739.521
445,3,23,1,299.99,0.2,1714409905.065816,DB,47.9,14369.521
446,1,22,1,269.99,0.2,1714409905.065816,DB,47.9,12932.521
446,2,16,2,599.99,0.07,1714409905.065816,DB,47.9,28739.521
447,1,4,2,2899.99,0.05,1714409905.065816,DB,47.9,138909.52099999998
447,2,3,1,999.99,0.1,1714409905.065816,DB,47.9,47899.521
447,3,8,1,1799.99,0.07,1714409905.065816,DB,47.9,86219.521
448,1,13,2,269.99,0.05,1714409905.065816,DB,47.9,12932.521
448,2,6,2,469.99,0.05,1714409905.065816,DB,47.9,22512.521
449,1,17,2,429.0,0.05,1714409905.065816,DB,47.9,20549.1
449,2,2,1,749.99,0.05,1714409905.065816,DB,47.9,35924.521
449,3,7,2,3999.99,0.07,1714409905.065816,DB,47.9,191599.52099999998
449,4,26,2,599.99,0.2,1714409905.065816,DB,47.9,28739.521
450,1,24,1,549.99,0.05,1714409905.065816,DB,47.9,26344.521
450,2,12,1,549.99,0.07,1714409905.065816,DB,47.9,26344.521
450,3,5,1,1320.99,0.1,1714409905.065816,DB,47.9,63275.421
451,1,14,2,269.99,0.05,1714409905.065816,DB,47.9,12932.521
452,1,11,1,1680.99,0.05,1714409905.065816,DB,47.9,80519.421
452,2,16,1,599.99,0.05,1714409905.065816,DB,47.9,28739.521
452,3,7,2,3999.99,0.1,1714409905.065816,DB,47.9,191599.52099999998
452,4,8,1,1799.99,0.1,1714409905.065816,DB,47.9,86219.521
453,1,23,1,299.99,0.05,1714409905.065816,DB,47.9,14369.521
453,2,20,2,599.99,0.2,1714409905.065816,DB,47.9,28739.521
453,3,4,1,2899.99,0.2,1714409905.065816,DB,47.9,138909.52099999998
454,1,25,2,499.99,0.07,1714409905.065816,DB,47.9,23949.521
454,2,13,2,269.99,0.05,1714409905.065816,DB,47.9,12932.521
454,3,24,2,549.99,0.1,1714409905.065816,DB,47.9,26344.521
455,1,9,1,2999.99,0.05,1714409905.065816,DB,47.9,143699.52099999998
456,1,17,2,429.0,0.07,1714409905.065816,DB,47.9,20549.1
456,2,23,1,299.99,0.07,1714409905.065816,DB,47.9,14369.521
457,1,24,2,549.99,0.07,1714409905.065816,DB,47.9,26344.521
457,2,2,1,749.99,0.05,1714409905.065816,DB,47.9,35924.521
457,3,7,2,3999.99,0.1,1714409905.065816,DB,47.9,191599.52099999998
457,4,17,1,429.0,0.2,1714409905.065816,DB,47.9,20549.1
458,1,2,1,749.99,0.2,1714409905.065816,DB,47.9,35924.521
458,2,21,2,269.99,0.07,1714409905.065816,DB,47.9,12932.521
458,3,11,1,1680.99,0.1,1714409905.065816,DB,47.9,80519.421
458,4,24,1,549.99,0.2,1714409905.065816,DB,47.9,26344.521
458,5,3,2,999.99,0.2,1714409905.065816,DB,47.9,47899.521
459,1,11,1,1680.99,0.2,1714409905.065816,DB,47.9,80519.421
460,1,19,1,449.0,0.05,1714409905.065816,DB,47.9,21507.1
460,2,18,2,449.0,0.07,1714409905.065816,DB,47.9,21507.1
460,3,4,1,2899.99,0.2,1714409905.065816,DB,47.9,138909.52099999998
460,4,22,2,269.99,0.1,1714409905.065816,DB,47.9,12932.521
461,1,16,1,599.99,0.07,1714409905.065816,DB,47.9,28739.521
461,2,4,1,2899.99,0.2,1714409905.065816,DB,47.9,138909.52099999998
461,3,8,2,1799.99,0.05,1714409905.065816,DB,47.9,86219.521
461,4,24,1,549.99,0.1,1714409905.065816,DB,47.9,26344.521
461,5,18,2,449.0,0.1,1714409905.065816,DB,47.9,21507.1
462,1,12,2,549.99,0.1,1714409905.065816,DB,47.9,26344.521
463,1,13,2,269.99,0.07,1714409905.065816,DB,47.9,12932.521
464,1,7,1,3999.99,0.1,1714409905.065816,DB,47.9,191599.52099999998
465,1,6,2,469.99,0.1,1714409905.065816,DB,47.9,22512.521
465,2,25,2,499.99,0.1,1714409905.065816,DB,47.9,23949.521
466,1,19,2,449.0,0.2,1714409905.065816,DB,47.9,21507.1
466,2,6,1,469.99,0.2,1714409905.065816,DB,47.9,22512.521
466,3,7,2,3999.99,0.05,1714409905.065816,DB,47.9,191599.52099999998
466,4,15,1,529.99,0.1,1714409905.065816,DB,47.9,25386.521
466,5,5,1,1320.99,0.1,1714409905.065816,DB,47.9,63275.421
467,1,19,1,449.0,0.07,1714409905.065816,DB,47.9,21507.1
467,2,10,1,1549.0,0.07,1714409905.065816,DB,47.9,74197.09999999999
467,3,22,2,269.99,0.1,1714409905.065816,DB,47.9,12932.521
467,4,17,2,429.0,0.07,1714409905.065816,DB,47.9,20549.1
467,5,11,1,1680.99,0.1,1714409905.065816,DB,47.9,80519.421
468,1,19,1,449.0,0.1,1714409905.065816,DB,47.9,21507.1
468,2,9,2,2999.99,0.05,1714409905.065816,DB,47.9,143699.52099999998
468,3,10,2,1549.0,0.05,1714409905.065816,DB,47.9,74197.09999999999
468,4,25,1,499.99,0.1,1714409905.065816,DB,47.9,23949.521
469,1,8,2,1799.99,0.1,1714409905.065816,DB,47.9,86219.521
469,2,4,1,2899.99,0.07,1714409905.065816,DB,47.9,138909.52099999998
469,3,15,2,529.99,0.2,1714409905.065816,DB,47.9,25386.521
470,1,18,1,449.0,0.05,1714409905.065816,DB,47.9,21507.1
470,2,13,1,269.99,0.05,1714409905.065816,DB,47.9,12932.521
470,3,8,2,1799.99,0.2,1714409905.065816,DB,47.9,86219.521
471,1,14,1,269.99,0.2,1714409905.065816,DB,47.9,12932.521
471,2,13,2,269.99,0.05,1714409905.065816,DB,47.9,12932.521
472,1,15,1,529.99,0.1,1714409905.065816,DB,47.9,25386.521
472,2,21,2,269.99,0.1,1714409905.065816,DB,47.9,12932.521
473,1,26,1,599.99,0.07,1714409905.065816,DB,47.9,28739.521
474,1,19,2,449.0,0.05,1714409905.065816,DB,47.9,21507.1
474,2,11,1,1680.99,0.2,1714409905.065816,DB,47.9,80519.421
475,1,17,2,429.0,0.07,1714409905.065816,DB,47.9,20549.1
475,2,26,2,599.99,0.2,1714409905.065816,DB,47.9,28739.521
475,3,25,1,499.99,0.2,1714409905.065816,DB,47.9,23949.521
476,1,22,2,269.99,0.07,1714409905.065816,DB,47.9,12932.521
476,2,4,2,2899.99,0.2,1714409905.065816,DB,47.9,138909.52099999998
476,3,11,2,1680.99,0.07,1714409905.065816,DB,47.9,80519.421
476,4,20,2,599.99,0.05,1714409905.065816,DB,47.9,28739.521
477,1,6,1,469.99,0.1,1714409905.065816,DB,47.9,22512.521
477,2,10,1,1549.0,0.05,1714409905.065816,DB,47.9,74197.09999999999
478,1,21,2,269.99,0.07,1714409905.065816,DB,47.9,12932.521
479,1,26,1,599.99,0.07,1714409905.065816,DB,47.9,28739.521
479,2,12,1,549.99,0.05,1714409905.065816,DB,47.9,26344.521
479,3,21,1,269.99,0.2,1714409905.065816,DB,47.9,12932.521
479,4,7,1,3999.99,0.05,1714409905.065816,DB,47.9,191599.52099999998
479,5,10,1,1549.0,0.2,1714409905.065816,DB,47.9,74197.09999999999
480,1,4,1,2899.99,0.05,1714409905.065816,DB,47.9,138909.52099999998
480,2,15,1,529.99,0.05,1714409905.065816,DB,47.9,25386.521
480,3,23,2,299.99,0.07,1714409905.065816,DB,47.9,14369.521
481,1,13,2,269.99,0.2,1714409905.065816,DB,47.9,12932.521
481,2,16,2,599.99,0.07,1714409905.065816,DB,47.9,28739.521
481,3,9,2,2999.99,0.1,1714409905.065816,DB,47.9,143699.52099999998
482,1,13,1,269.99,0.2,1714409905.065816,DB,47.9,12932.521
482,2,14,1,269.99,0.1,1714409905.065816,DB,47.9,12932.521
483,1,17,1,429.0,0.07,1714409905.065816,DB,47.9,20549.1
484,1,8,2,1799.99,0.1,1714409905.065816,DB,47.9,86219.521
484,2,24,1,549.99,0.05,1714409905.065816,DB,47.9,26344.521
484,3,9,2,2999.99,0.05,1714409905.065816,DB,47.9,143699.52099999998
484,4,6,1,469.99,0.2,1714409905.065816,DB,47.9,22512.521
485,1,13,1,269.99,0.1,1714409905.065816,DB,47.9,12932.521
485,2,26,2,599.99,0.05,1714409905.065816,DB,47.9,28739.521
486,1,9,1,2999.99,0.07,1714409905.065816,DB,47.9,143699.52099999998
486,2,23,2,299.99,0.05,1714409905.065816,DB,47.9,14369.521
487,1,6,1,469.99,0.2,1714409905.065816,DB,47.9,22512.521
488,1,13,2,269.99,0.07,1714409905.065816,DB,47.9,12932.521
488,2,23,2,299.99,0.05,1714409905.065816,DB,47.9,14369.521
488,3,22,1,269.99,0.05,1714409905.065816,DB,47.9,12932.521
489,1,8,2,1799.99,0.1,1714409905.065816,DB,47.9,86219.521
490,1,12,1,549.99,0.1,1714409905.065816,DB,47.9,26344.521
490,2,23,1,299.99,0.05,1714409905.065816,DB,47.9,14369.521
490,3,14,1,269.99,0.1,1714409905.065816,DB,47.9,12932.521
490,4,13,2,269.99,0.07,1714409905.065816,DB,47.9,12932.521
491,1,9,2,2999.99,0.2,1714409905.065816,DB,47.9,143699.52099999998
491,2,21,2,269.99,0.05,1714409905.065816,DB,47.9,12932.521
491,3,15,2,529.99,0.05,1714409905.065816,DB,47.9,25386.521
492,1,6,1,469.99,0.1,1714409905.065816,DB,47.9,22512.521
492,2,22,2,269.99,0.1,1714409905.065816,DB,47.9,12932.521
492,3,26,1,599.99,0.05,1714409905.065816,DB,47.9,28739.521
493,1,15,1,529.99,0.05,1714409905.065816,DB,47.9,25386.521
493,2,18,2,449.0,0.05,1714409905.065816,DB,47.9,21507.1
493,3,26,1,599.99,0.05,1714409905.065816,DB,47.9,28739.521
494,1,23,1,299.99,0.1,1714409905.065816,DB,47.9,14369.521
495,1,22,1,269.99,0.2,1714409905.065816,DB,47.9,12932.521
495,2,9,1,2999.99,0.05,1714409905.065816,DB,47.9,143699.52099999998
496,1,23,1,299.99,0.2,1714409905.065816,DB,47.9,14369.521
496,2,13,1,269.99,0.1,1714409905.065816,DB,47.9,12932.521
496,3,21,2,269.99,0.2,1714409905.065816,DB,47.9,12932.521
497,1,25,2,499.99,0.07,1714409905.065816,DB,47.9,23949.521
498,1,24,1,549.99,0.07,1714409905.065816,DB,47.9,26344.521
498,2,21,1,269.99,0.1,1714409905.065816,DB,47.9,12932.521
498,3,10,1,1549.0,0.07,1714409905.065816,DB,47.9,74197.09999999999
499,1,11,1,1680.99,0.2,1714409905.065816,DB,47.9,80519.421
499,2,15,1,529.99,0.07,1714409905.065816,DB,47.9,25386.521
499,3,14,2,269.99,0.2,1714409905.065816,DB,47.9,12932.521
499,4,20,2,599.99,0.1,1714409905.065816,DB,47.9,28739.521
500,1,12,2,549.99,0.05,1714409905.065816,DB,47.9,26344.521
500,2,14,1,269.99,0.2,1714409905.065816,DB,47.9,12932.521
501,1,19,2,449.0,0.05,1714409905.065816,DB,47.9,21507.1
501,2,8,1,1799.99,0.07,1714409905.065816,DB,47.9,86219.521
501,3,14,1,269.99,0.1,1714409905.065816,DB,47.9,12932.521
501,4,23,2,299.99,0.07,1714409905.065816,DB,47.9,14369.521
502,1,13,1,269.99,0.05,1714409905.065816,DB,47.9,12932.521
503,1,13,2,269.99,0.07,1714409905.065816,DB,47.9,12932.521
503,2,10,1,1549.0,0.05,1714409905.065816,DB,47.9,74197.09999999999
504,1,24,2,549.99,0.1,1714409905.065816,DB,47.9,26344.521
504,2,2,2,749.99,0.05,1714409905.065816,DB,47.9,35924.521
505,1,26,1,599.99,0.2,1714409905.065816,DB,47.9,28739.521
506,1,25,1,499.99,0.1,1714409905.065816,DB,47.9,23949.521
506,2,7,1,3999.99,0.07,1714409905.065816,DB,47.9,191599.52099999998
507,1,11,2,1680.99,0.05,1714409905.065816,DB,47.9,80519.421
507,2,13,2,269.99,0.07,1714409905.065816,DB,47.9,12932.521
507,3,20,2,599.99,0.1,1714409905.065816,DB,47.9,28739.521
508,1,8,1,1799.99,0.05,1714409905.065816,DB,47.9,86219.521
508,2,2,2,749.99,0.05,1714409905.065816,DB,47.9,35924.521
508,3,10,2,1549.0,0.05,1714409905.065816,DB,47.9,74197.09999999999
508,4,25,1,499.99,0.07,1714409905.065816,DB,47.9,23949.521
509,1,23,2,299.99,0.2,1714409905.065816,DB,47.9,14369.521
509,2,4,2,2899.99,0.05,1714409905.065816,DB,47.9,138909.52099999998
510,1,17,1,429.0,0.1,1714409905.065816,DB,47.9,20549.1
511,1,22,2,269.99,0.05,1714409905.065816,DB,47.9,12932.521
511,2,13,1,269.99,0.1,1714409905.065816,DB,47.9,12932.521
512,1,21,1,269.99,0.07,1714409905.065816,DB,47.9,12932.521
513,1,7,1,3999.99,0.07,1714409905.065816,DB,47.9,191599.52099999998
513,2,13,1,269.99,0.2,1714409905.065816,DB,47.9,12932.521
513,3,23,1,299.99,0.07,1714409905.065816,DB,47.9,14369.521
514,1,18,2,449.0,0.2,1714409905.065816,DB,47.9,21507.1
514,2,17,2,429.0,0.07,1714409905.065816,DB,47.9,20549.1
515,1,8,1,1799.99,0.07,1714409905.065816,DB,47.9,86219.521
515,2,5,1,1320.99,0.1,1714409905.065816,DB,47.9,63275.421
515,3,25,2,499.99,0.07,1714409905.065816,DB,47.9,23949.521
515,4,6,2,469.99,0.2,1714409905.065816,DB,47.9,22512.521
516,1,7,1,3999.99,0.05,1714409905.065816,DB,47.9,191599.52099999998
516,2,5,2,1320.99,0.1,1714409905.065816,DB,47.9,63275.421
517,1,21,2,269.99,0.07,1714409905.065816,DB,47.9,12932.521
518,1,16,2,599.99,0.2,1714409905.065816,DB,47.9,28739.521
518,2,5,2,1320.99,0.05,1714409905.065816,DB,47.9,63275.421
518,3,25,2,499.99,0.05,1714409905.065816,DB,47.9,23949.521
518,4,15,2,529.99,0.2,1714409905.065816,DB,47.9,25386.521
518,5,11,2,1680.99,0.07,1714409905.065816,DB,47.9,80519.421
519,1,6,1,469.99,0.07,1714409905.065816,DB,47.9,22512.521
519,2,16,1,599.99,0.1,1714409905.065816,DB,47.9,28739.521
519,3,23,2,299.99,0.05,1714409905.065816,DB,47.9,14369.521
519,4,18,2,449.0,0.2,1714409905.065816,DB,47.9,21507.1
519,5,7,1,3999.99,0.05,1714409905.065816,DB,47.9,191599.52099999998
520,1,26,1,599.99,0.1,1714409905.065816,DB,47.9,28739.521
520,2,24,1,549.99,0.2,1714409905.065816,DB,47.9,26344.521
520,3,10,1,1549.0,0.07,1714409905.065816,DB,47.9,74197.09999999999
521,1,5,1,1320.99,0.2,1714409905.065816,DB,47.9,63275.421
521,2,14,1,269.99,0.2,1714409905.065816,DB,47.9,12932.521
522,1,4,2,2899.99,0.07,1714409905.065816,DB,47.9,138909.52099999998
522,2,22,2,269.99,0.07,1714409905.065816,DB,47.9,12932.521
522,3,21,1,269.99,0.05,1714409905.065816,DB,47.9,12932.521
523,1,12,1,549.99,0.2,1714409905.065816,DB,47.9,26344.521
523,2,20,1,599.99,0.05,1714409905.065816,DB,47.9,28739.521
523,3,5,2,1320.99,0.1,1714409905.065816,DB,47.9,63275.421
523,4,16,2,599.99,0.07,1714409905.065816,DB,47.9,28739.521
524,1,11,1,1680.99,0.07,1714409905.065816,DB,47.9,80519.421
524,2,2,1,749.99,0.05,1714409905.065816,DB,47.9,35924.521
524,3,9,1,2999.99,0.2,1714409905.065816,DB,47.9,143699.52099999998
524,4,3,2,999.99,0.07,1714409905.065816,DB,47.9,47899.521
524,5,26,1,599.99,0.05,1714409905.065816,DB,47.9,28739.521
525,1,9,2,2999.99,0.07,1714409905.065816,DB,47.9,143699.52099999998
525,2,6,2,469.99,0.07,1714409905.065816,DB,47.9,22512.521
525,3,10,1,1549.0,0.1,1714409905.065816,DB,47.9,74197.09999999999
526,1,3,2,999.99,0.1,1714409905.065816,DB,47.9,47899.521
526,2,8,1,1799.99,0.1,1714409905.065816,DB,47.9,86219.521
526,3,21,1,269.99,0.05,1714409905.065816,DB,47.9,12932.521
526,4,15,1,529.99,0.07,1714409905.065816,DB,47.9,25386.521
527,1,18,2,449.0,0.07,1714409905.065816,DB,47.9,21507.1
527,2,4,1,2899.99,0.2,1714409905.065816,DB,47.9,138909.52099999998
527,3,19,1,449.0,0.1,1714409905.065816,DB,47.9,21507.1
527,4,9,2,2999.99,0.2,1714409905.065816,DB,47.9,143699.52099999998
528,1,21,2,269.99,0.05,1714409905.065816,DB,47.9,12932.521
529,1,12,2,549.99,0.07,1714409905.065816,DB,47.9,26344.521
530,1,2,2,749.99,0.05,1714409905.065816,DB,47.9,35924.521
530,2,4,1,2899.99,0.07,1714409905.065816,DB,47.9,138909.52099999998
530,3,6,2,469.99,0.2,1714409905.065816,DB,47.9,22512.521
531,1,6,1,469.99,0.2,1714409905.065816,DB,47.9,22512.521
531,2,12,2,549.99,0.2,1714409905.065816,DB,47.9,26344.521
531,3,25,1,499.99,0.07,1714409905.065816,DB,47.9,23949.521
532,1,17,2,429.0,0.07,1714409905.065816,DB,47.9,20549.1
532,2,16,2,599.99,0.2,1714409905.065816,DB,47.9,28739.521
532,3,12,1,549.99,0.1,1714409905.065816,DB,47.9,26344.521
533,1,4,1,2899.99,0.2,1714409905.065816,DB,47.9,138909.52099999998
533,2,12,2,549.99,0.1,1714409905.065816,DB,47.9,26344.521
533,3,10,1,1549.0,0.2,1714409905.065816,DB,47.9,74197.09999999999
533,4,25,1,499.99,0.05,1714409905.065816,DB,47.9,23949.521
534,1,21,2,269.99,0.05,1714409905.065816,DB,47.9,12932.521
534,2,9,2,2999.99,0.05,1714409905.065816,DB,47.9,143699.52099999998
534,3,2,1,749.99,0.07,1714409905.065816,DB,47.9,35924.521
534,4,24,2,549.99,0.1,1714409905.065816,DB,47.9,26344.521
535,1,24,1,549.99,0.05,1714409905.065816,DB,47.9,26344.521
535,2,15,1,529.99,0.1,1714409905.065816,DB,47.9,25386.521
535,3,22,2,269.99,0.1,1714409905.065816,DB,47.9,12932.521
536,1,22,1,269.99,0.1,1714409905.065816,DB,47.9,12932.521
536,2,2,1,749.99,0.1,1714409905.065816,DB,47.9,35924.521
536,3,12,2,549.99,0.05,1714409905.065816,DB,47.9,26344.521
536,4,14,1,269.99,0.07,1714409905.065816,DB,47.9,12932.521
537,1,10,1,1549.0,0.05,1714409905.065816,DB,47.9,74197.09999999999
537,2,26,1,599.99,0.05,1714409905.065816,DB,47.9,28739.521
537,3,17,2,429.0,0.1,1714409905.065816,DB,47.9,20549.1
537,4,25,2,499.99,0.2,1714409905.065816,DB,47.9,23949.521
538,1,2,2,749.99,0.2,1714409905.065816,DB,47.9,35924.521
539,1,9,2,2999.99,0.1,1714409905.065816,DB,47.9,143699.52099999998
539,2,23,1,299.99,0.05,1714409905.065816,DB,47.9,14369.521
539,3,21,2,269.99,0.07,1714409905.065816,DB,47.9,12932.521
540,1,19,1,449.0,0.1,1714409905.065816,DB,47.9,21507.1
540,2,26,2,599.99,0.1,1714409905.065816,DB,47.9,28739.521
540,3,23,2,299.99,0.07,1714409905.065816,DB,47.9,14369.521
541,1,22,2,269.99,0.05,1714409905.065816,DB,47.9,12932.521
542,1,16,2,599.99,0.2,1714409905.065816,DB,47.9,28739.521
542,2,9,1,2999.99,0.1,1714409905.065816,DB,47.9,143699.52099999998
542,3,20,1,599.99,0.1,1714409905.065816,DB,47.9,28739.521
542,4,19,2,449.0,0.2,1714409905.065816,DB,47.9,21507.1
543,1,25,1,499.99,0.2,1714409905.065816,DB,47.9,23949.521
543,2,18,1,449.0,0.2,1714409905.065816,DB,47.9,21507.1
543,3,26,2,599.99,0.05,1714409905.065816,DB,47.9,28739.521
544,1,12,1,549.99,0.05,1714409905.065816,DB,47.9,26344.521
544,2,17,1,429.0,0.1,1714409905.065816,DB,47.9,20549.1
544,3,21,1,269.99,0.05,1714409905.065816,DB,47.9,12932.521
545,1,25,2,499.99,0.2,1714409905.065816,DB,47.9,23949.521
545,2,6,1,469.99,0.07,1714409905.065816,DB,47.9,22512.521
545,3,24,1,549.99,0.2,1714409905.065816,DB,47.9,26344.521
545,4,20,2,599.99,0.07,1714409905.065816,DB,47.9,28739.521
546,1,17,2,429.0,0.05,1714409905.065816,DB,47.9,20549.1
546,2,8,1,1799.99,0.1,1714409905.065816,DB,47.9,86219.521
546,3,18,2,449.0,0.07,1714409905.065816,DB,47.9,21507.1
547,1,11,2,1680.99,0.05,1714409905.065816,DB,47.9,80519.421
547,2,9,1,2999.99,0.2,1714409905.065816,DB,47.9,143699.52099999998
547,3,5,1,1320.99,0.1,1714409905.065816,DB,47.9,63275.421
548,1,8,1,1799.99,0.1,1714409905.065816,DB,47.9,86219.521
548,2,11,2,1680.99,0.07,1714409905.065816,DB,47.9,80519.421
549,1,15,1,529.99,0.07,1714409905.065816,DB,47.9,25386.521
549,2,16,1,599.99,0.05,1714409905.065816,DB,47.9,28739.521
549,3,3,1,999.99,0.07,1714409905.065816,DB,47.9,47899.521
549,4,7,1,3999.99,0.05,1714409905.065816,DB,47.9,191599.52099999998
549,5,13,2,269.99,0.1,1714409905.065816,DB,47.9,12932.521
550,1,4,1,2899.99,0.05,1714409905.065816,DB,47.9,138909.52099999998
551,1,16,1,599.99,0.05,1714409905.065816,DB,47.9,28739.521
551,2,26,1,599.99,0.07,1714409905.065816,DB,47.9,28739.521
551,3,11,2,1680.99,0.2,1714409905.065816,DB,47.9,80519.421
551,4,15,2,529.99,0.2,1714409905.065816,DB,47.9,25386.521
552,1,23,1,299.99,0.2,1714409905.065816,DB,47.9,14369.521
552,2,2,1,749.99,0.2,1714409905.065816,DB,47.9,35924.521
552,3,24,1,549.99,0.2,1714409905.065816,DB,47.9,26344.521
552,4,18,1,449.0,0.1,1714409905.065816,DB,47.9,21507.1
552,5,19,2,449.0,0.2,1714409905.065816,DB,47.9,21507.1
553,1,24,1,549.99,0.1,1714409905.065816,DB,47.9,26344.521
553,2,18,2,449.0,0.07,1714409905.065816,DB,47.9,21507.1
553,3,12,1,549.99,0.07,1714409905.065816,DB,47.9,26344.521
554,1,3,2,999.99,0.07,1714409905.065816,DB,47.9,47899.521
554,2,22,1,269.99,0.05,1714409905.065816,DB,47.9,12932.521
554,3,4,2,2899.99,0.2,1714409905.065816,DB,47.9,138909.52099999998
555,1,8,1,1799.99,0.2,1714409905.065816,DB,47.9,86219.521
555,2,7,1,3999.99,0.1,1714409905.065816,DB,47.9,191599.52099999998
555,3,20,2,599.99,0.07,1714409905.065816,DB,47.9,28739.521
556,1,16,1,599.99,0.1,1714409905.065816,DB,47.9,28739.521
556,2,4,2,2899.99,0.2,1714409905.065816,DB,47.9,138909.52099999998
557,1,9,2,2999.99,0.1,1714409905.065816,DB,47.9,143699.52099999998
557,2,10,1,1549.0,0.1,1714409905.065816,DB,47.9,74197.09999999999
558,1,7,1,3999.99,0.07,1714409905.065816,DB,47.9,191599.52099999998
558,2,16,1,599.99,0.07,1714409905.065816,DB,47.9,28739.521
558,3,9,1,2999.99,0.1,1714409905.065816,DB,47.9,143699.52099999998
558,4,21,2,269.99,0.05,1714409905.065816,DB,47.9,12932.521
558,5,10,2,1549.0,0.07,1714409905.065816,DB,47.9,74197.09999999999
559,1,15,2,529.99,0.1,1714409905.065816,DB,47.9,25386.521
559,2,6,1,469.99,0.1,1714409905.065816,DB,47.9,22512.521
559,3,7,2,3999.99,0.07,1714409905.065816,DB,47.9,191599.52099999998
560,1,16,1,599.99,0.05,1714409905.065816,DB,47.9,28739.521
560,2,26,2,599.99,0.1,1714409905.065816,DB,47.9,28739.521
561,1,15,2,529.99,0.05,1714409905.065816,DB,47.9,25386.521
561,2,18,1,449.0,0.05,1714409905.065816,DB,47.9,21507.1
561,3,5,1,1320.99,0.05,1714409905.065816,DB,47.9,63275.421
561,4,17,2,429.0,0.07,1714409905.065816,DB,47.9,20549.1
562,1,25,2,499.99,0.07,1714409905.065816,DB,47.9,23949.521
562,2,26,1,599.99,0.05,1714409905.065816,DB,47.9,28739.521
563,1,6,2,469.99,0.1,1714409905.065816,DB,47.9,22512.521
563,2,19,1,449.0,0.05,1714409905.065816,DB,47.9,21507.1
563,3,13,2,269.99,0.1,1714409905.065816,DB,47.9,12932.521
564,1,4,1,2899.99,0.2,1714409905.065816,DB,47.9,138909.52099999998
564,2,15,1,529.99,0.2,1714409905.065816,DB,47.9,25386.521
565,1,18,1,449.0,0.2,1714409905.065816,DB,47.9,21507.1
565,2,25,2,499.99,0.1,1714409905.065816,DB,47.9,23949.521
565,3,9,1,2999.99,0.05,1714409905.065816,DB,47.9,143699.52099999998
565,4,17,1,429.0,0.1,1714409905.065816,DB,47.9,20549.1
566,1,24,2,549.99,0.07,1714409905.065816,DB,47.9,26344.521
566,2,7,2,3999.99,0.2,1714409905.065816,DB,47.9,191599.52099999998
566,3,8,1,1799.99,0.1,1714409905.065816,DB,47.9,86219.521
566,4,21,2,269.99,0.2,1714409905.065816,DB,47.9,12932.521
